"workerid","rt","trial_type","trial_num","adj_positiveness","np_positiveness","context","np","adj","response"
22,22877,"""free_class_elicitation""",13,"""negative""","""negative""","""David sees a penguin at the zoo.""","""penguin""","""short""","""long"""
22,7484,"""free_class_elicitation""",14,"""negative""","""neither-nor""","""Stephen steps outside during dusk.""","""dusk""","""dark""","""light"""
22,8224,"""free_class_elicitation""",15,"""negative""","""positive""","""Greg is visiting a friend and sees their pet dog.""","""dog""","""small""","""tall"""
22,5890,"""free_class_elicitation""",16,"""positive""","""positive""","""The mailman drops off a box for Jennifer. Jennifer picks it up.""","""box""","""heavy""","""light"""
22,7329,"""free_class_elicitation""",17,"""negative""","""negative""","""Stephanie takes a first sip from a cup of water.""","""water""","""cold""","""hot"""
22,23382,"""free_class_elicitation""",18,"""negative""","""neither-nor""","""Simon lifts up a kid named Allen.""","""kid""","""light""","""dark ness"""
23,11679,"""free_class_elicitation""",1,"""negative""","""neither-nor""","""Melinda lifts up a kid named Allen.""","""kid""","""light""","""kids"""
23,11337,"""free_class_elicitation""",2,"""positive""","""negative""","""Monica is looking for a place to live and checks out an apartment.""","""apartment""","""large""","""apartments"""
23,12307,"""free_class_elicitation""",3,"""negative""","""positive""","""Alexander sees an adult named Pat.""","""adult""","""short""","""adult men"""
23,15683,"""free_class_elicitation""",4,"""positive""","""neither-nor""","""The waitress brings Michael his food at the diner. Michael takes the first bite of his fruit.""","""fruit""","""warm""","""food"""
23,14392,"""free_class_elicitation""",5,"""negative""","""negative""","""Gabriel sees a jockey.""","""jockey""","""short""","""jockeys"""
23,104219,"""free_class_elicitation""",6,"""positive""","""positive""","""Julia is helping a friend move and picks up a piece of furniture.""","""piece of furniture""","""heavy""","""furniture"""
23,9309,"""free_class_elicitation""",7,"""positive""","""neither-nor""","""Veronica steps outside on a day in Fall.""","""Fall""","""warm""","""seasons"""
23,10727,"""free_class_elicitation""",8,"""positive""","""positive""","""Lee is sitting in a gymnasium.""","""gymnasium""","""loud""","""events"""
23,19275,"""free_class_elicitation""",9,"""negative""","""negative""","""Anthony is thinking about watching something on Netflix and looks at the duration of a TV show.""","""TV show""","""short""","""television shows"""
23,8224,"""free_class_elicitation""",10,"""negative""","""neither-nor""","""Laura hears somebody playing the piano.""","""piano""","""quiet""","""instruments"""
23,22986,"""free_class_elicitation""",11,"""positive""","""positive""","""Maya steps outside during the morning.""","""the morning""","""light""","""times"""
23,3779,"""free_class_elicitation""",12,"""positive""","""negative""","""Mika is walking outside and hears the cry of a hummingbird.""","""hummingbird""","""loud""","""birds"""
23,7055,"""free_class_elicitation""",13,"""negative""","""positive""","""The mailman drops off a box for Stephen. Stephen picks it up.""","""box""","""light""","""packages"""
23,11812,"""free_class_elicitation""",14,"""positive""","""neither-nor""","""Josh looks at the price of a bottle of wine.""","""bottle of wine""","""expensive""","""bottles """
23,11958,"""free_class_elicitation""",15,"""positive""","""negative""","""Claire takes a first sip from a cup of water.""","""water""","""hot""","""beverages"""
23,12245,"""free_class_elicitation""",16,"""negative""","""negative""","""Jennifer is at the zoo watching a slug travel.""","""slug""","""slow""","""insects"""
23,4490,"""free_class_elicitation""",17,"""negative""","""neither-nor""","""John sees a monkey at the zoo.""","""monkey""","""short""","""animals"""
23,12488,"""free_class_elicitation""",18,"""negative""","""positive""","""Tom is at the butchershop and looks at the price of a piece of steak.""","""steak""","""cheap""","""cuts of mean"""
24,7847,"""free_class_elicitation""",1,"""negative""","""negative""","""Sophie looks at the price of a box of wine.""","""box of wine""","""cheap""","""wines"""
24,12784,"""free_class_elicitation""",2,"""positive""","""positive""","""Daniel steps outside during the morning.""","""the morning""","""light""","""mornings"""
24,4467,"""free_class_elicitation""",3,"""negative""","""positive""","""Greg is visiting a friend and sees their pet dog.""","""dog""","""small""","""dogs"""
24,8850,"""free_class_elicitation""",4,"""negative""","""positive""","""The waitress brings Tanya her food at the diner. Tanya takes the first bite of her burger.""","""burger""","""cold""","""hot burgers"""
24,11321,"""free_class_elicitation""",5,"""positive""","""neither-nor""","""Alicia takes a first sip from a cup of tea.""","""tea""","""hot""","""teas"""
24,12539,"""free_class_elicitation""",6,"""positive""","""neither-nor""","""Stephanie is looking for a place to live and checks out a townhouse.""","""townhouse""","""large""","""townhouses"""
24,6175,"""free_class_elicitation""",7,"""negative""","""neither-nor""","""Laura is sitting in a classroom.""","""classroom""","""quiet""","""classrooms"""
24,9713,"""free_class_elicitation""",8,"""positive""","""negative""","""Kim is at the butchershop and looks at the price of a piece of pork.""","""pork""","""expensive""","""pieces of pork"""
24,8074,"""free_class_elicitation""",9,"""negative""","""positive""","""Natalia is working in the machine shop and picks up a piece of steel.""","""steel""","""light""","""pieces of steel"""
24,7489,"""free_class_elicitation""",10,"""negative""","""negative""","""Robert steps outside on a day in Winter.""","""Winter""","""cold""","""days in winter"""
24,8336,"""free_class_elicitation""",11,"""negative""","""negative""","""Eric hears somebody playing the violin.""","""violin""","""quiet""","""violin sounds"""
24,10905,"""free_class_elicitation""",12,"""positive""","""positive""","""Melinda sees a giraffe at the zoo.""","""giraffe""","""tall""","""giraffes"""
24,7625,"""free_class_elicitation""",13,"""positive""","""neither-nor""","""The mailman drops off a package for Stephen. Stephen picks it up.""","""package""","""heavy""","""packages"""
24,10370,"""free_class_elicitation""",14,"""positive""","""negative""","""Gary is helping a friend move and picks up a piece of clothing.""","""piece of clothing""","""heavy""","""pieces of clothing"""
24,14233,"""free_class_elicitation""",15,"""positive""","""negative""","""Charles is walking outside and hears the cry of a hummingbird.""","""hummingbird""","""loud""","""hummingbirds"""
24,5721,"""free_class_elicitation""",16,"""negative""","""neither-nor""","""Simon sees a teenager named Pat.""","""teenager""","""short""","""people"""
24,8033,"""free_class_elicitation""",17,"""positive""","""positive""","""Jennifer sees a basketball player.""","""basketball player""","""tall""","""basketball players"""
24,16770,"""free_class_elicitation""",18,"""negative""","""neither-nor""","""Julia is at the zoo watching an eel travel.""","""eel""","""slow""","""eel movement"""
25,11008,"""free_class_elicitation""",1,"""positive""","""positive""","""Julia is at the zoo watching a snake travel.""","""snake""","""fast""","""animals"""
25,9637,"""free_class_elicitation""",2,"""positive""","""neither-nor""","""Josh is walking outside and hears the cry of a parrot.""","""parrot""","""loud""","""sounds"""
25,10786,"""free_class_elicitation""",3,"""negative""","""neither-nor""","""Michelle is thinking about watching something on Netflix and looks at the duration of a documentary.""","""documentary""","""short""","""movies"""
25,7454,"""free_class_elicitation""",4,"""positive""","""positive""","""Alexander is visiting a friend and sees their pet dog.""","""dog""","""large""","""dogs"""
25,17946,"""free_class_elicitation""",5,"""positive""","""negative""","""The waitress brings Jennifer her food at the diner. Jennifer takes the first bite of her ice cream.""","""ice cream""","""warm""","""deserts"""
25,15293,"""free_class_elicitation""",6,"""negative""","""neither-nor""","""Tom steps outside during dusk.""","""dusk""","""dark""","""times of day"""
25,7301,"""free_class_elicitation""",7,"""negative""","""neither-nor""","""Anthony lifts up a kid named Allen.""","""kid""","""light""","""kids"""
25,14792,"""free_class_elicitation""",8,"""negative""","""positive""","""Simon looks at the price of a bottle of top-shelf liquor.""","""bottle of top-shelf liquor""","""cheap""","""liquors"""
25,9433,"""free_class_elicitation""",9,"""negative""","""negative""","""The mailman drops off an envelope for Michael. Michael picks it up.""","""envelope""","""light""","""envelopes"""
25,6369,"""free_class_elicitation""",10,"""positive""","""negative""","""Jasmine sees a child named Pat.""","""child""","""tall""","""children"""
25,8639,"""free_class_elicitation""",11,"""positive""","""neither-nor""","""Eric is looking for a place to live and checks out a townhouse.""","""townhouse""","""large""","""townhouses"""
25,5959,"""free_class_elicitation""",12,"""negative""","""negative""","""Veronica is at the butchershop and looks at the price of a piece of pork.""","""pork""","""cheap""","""meats"""
25,7619,"""free_class_elicitation""",13,"""negative""","""positive""","""Greg is sitting in a gymnasium.""","""gymnasium""","""quiet""","""places"""
25,6350,"""free_class_elicitation""",14,"""positive""","""neither-nor""","""John is working in the machine shop and picks up a piece of plastic.""","""plastic""","""heavy""","""plastics"""
25,12632,"""free_class_elicitation""",15,"""positive""","""negative""","""Natalia takes a first sip from a cup of water.""","""water""","""hot""","""liquids"""
25,5327,"""free_class_elicitation""",16,"""negative""","""negative""","""Gabriel sees a jockey.""","""jockey""","""short""","""people"""
25,9063,"""free_class_elicitation""",17,"""negative""","""positive""","""Lee sees a giraffe at the zoo.""","""giraffe""","""short""","""giraffes"""
25,8465,"""free_class_elicitation""",18,"""positive""","""positive""","""Claire is helping a friend move and picks up a piece of furniture.""","""piece of furniture""","""heavy""","""pieces of furniture"""
26,10230,"""free_class_elicitation""",1,"""positive""","""positive""","""The mailman drops off a box for Charles. Charles picks it up.""","""box""","""heavy""","""boxes"""
26,61233,"""free_class_elicitation""",2,"""negative""","""positive""","""Tom is helping a friend move and picks up a piece of furniture.""","""piece of furniture""","""light""","""furniture"""
26,6705,"""free_class_elicitation""",3,"""negative""","""positive""","""Melinda hears somebody playing the drums.""","""drums""","""quiet""","""drums"""
26,6541,"""free_class_elicitation""",4,"""positive""","""neither-nor""","""Michelle steps outside on a day in Fall.""","""Fall""","""warm""","""fall days"""
26,5800,"""free_class_elicitation""",5,"""negative""","""positive""","""Michael is thinking about watching something on Netflix and looks at the duration of a movie.""","""movie""","""short""","""movies"""
26,14683,"""free_class_elicitation""",6,"""positive""","""negative""","""Mika takes a first sip from a cup of water.""","""water""","""hot""","""cups of water"""
26,7770,"""free_class_elicitation""",7,"""positive""","""positive""","""Sophie steps outside during the morning.""","""the morning""","""light""","""mornings"""
26,7851,"""free_class_elicitation""",8,"""positive""","""positive""","""Daniel sees an adult named Pat.""","""adult""","""tall""","""adults"""
26,6842,"""free_class_elicitation""",9,"""positive""","""negative""","""Veronica sees a jockey.""","""jockey""","""tall""","""jockeys"""
26,2966,"""free_class_elicitation""",10,"""positive""","""neither-nor""","""Kim is visiting a friend and sees their pet cat.""","""cat""","""large""","""cat"""
26,5053,"""free_class_elicitation""",11,"""negative""","""negative""","""Stephanie is at the zoo watching a slug travel.""","""slug""","""slow""","""slugs"""
26,8225,"""free_class_elicitation""",12,"""positive""","""neither-nor""","""Monica is at the butchershop and looks at the price of a piece of chicken.""","""chicken""","""expensive""","""chicken"""
26,4720,"""free_class_elicitation""",13,"""negative""","""neither-nor""","""Kathleen lifts up a kid named Allen.""","""kid""","""light""","""kids"""
26,6771,"""free_class_elicitation""",14,"""negative""","""neither-nor""","""Tanya is looking for a place to live and checks out a townhouse.""","""townhouse""","""small""","""townhouses"""
26,9926,"""free_class_elicitation""",15,"""negative""","""neither-nor""","""Alicia is working in the machine shop and picks up a piece of plastic.""","""plastic""","""light""","""pieces of plastic"""
26,6360,"""free_class_elicitation""",16,"""negative""","""negative""","""Gary sees a penguin at the zoo.""","""penguin""","""short""","""penguins"""
26,6824,"""free_class_elicitation""",17,"""negative""","""negative""","""Cameron is walking outside and hears the cry of a hummingbird.""","""hummingbird""","""quiet""","""hummingbirds"""
26,4328,"""free_class_elicitation""",18,"""positive""","""negative""","""Simon looks at the price of a box of wine.""","""box of wine""","""expensive""","""wines"""
27,9430,"""free_class_elicitation""",1,"""positive""","""neither-nor""","""Sophie steps outside on a day in Fall.""","""Fall""","""warm""","""days"""
27,22811,"""free_class_elicitation""",2,"""positive""","""negative""","""The waitress brings Maya her food at the diner. Maya takes the first bite of her ice cream.""","""ice cream""","""warm""","""ice creams"""
27,12386,"""free_class_elicitation""",3,"""negative""","""positive""","""Robert sees a basketball player.""","""basketball player""","""short""","""players"""
27,5401,"""free_class_elicitation""",4,"""positive""","""positive""","""Stephen sees a giraffe at the zoo.""","""giraffe""","""tall""","""animals"""
27,6462,"""free_class_elicitation""",5,"""negative""","""negative""","""Monica lifts up a baby named Allen.""","""baby""","""light""","""babies"""
27,12238,"""free_class_elicitation""",6,"""positive""","""negative""","""The mailman drops off an envelope for David. David picks it up.""","""envelope""","""heavy""","""envelopes"""
27,13998,"""free_class_elicitation""",7,"""negative""","""positive""","""Tom is walking outside and hears the cry of a rooster.""","""rooster""","""quiet""","""chickens"""
27,9525,"""free_class_elicitation""",8,"""positive""","""positive""","""Natalia is at the butchershop and looks at the price of a piece of steak.""","""steak""","""expensive""","""meat types"""
27,7206,"""free_class_elicitation""",9,"""positive""","""neither-nor""","""Eric is looking for a place to live and checks out a townhouse.""","""townhouse""","""large""","""houses"""
27,16525,"""free_class_elicitation""",10,"""negative""","""neither-nor""","""Greg hears somebody playing the piano.""","""piano""","""quiet""","""music instruments"""
27,6299,"""free_class_elicitation""",11,"""negative""","""negative""","""Alexander steps outside during the evening.""","""the evening""","""dark""","""nights"""
27,9865,"""free_class_elicitation""",12,"""positive""","""positive""","""Jennifer looks at the price of a bottle of top-shelf liquor.""","""bottle of top-shelf liquor""","""expensive""","""liquors"""
27,6501,"""free_class_elicitation""",13,"""positive""","""neither-nor""","""Josh is thinking about watching something on Netflix and looks at the duration of a documentary.""","""documentary""","""long""","""movies"""
27,7665,"""free_class_elicitation""",14,"""negative""","""negative""","""Cameron is helping a friend move and picks up a piece of clothing.""","""piece of clothing""","""light""","""clothes"""
27,4811,"""free_class_elicitation""",15,"""negative""","""positive""","""Mika is working in the machine shop and picks up a piece of steel.""","""steel""","""light""","""metals"""
27,11981,"""free_class_elicitation""",16,"""positive""","""negative""","""John is at the zoo watching a slug travel.""","""slug""","""fast""","""slugs"""
27,6035,"""free_class_elicitation""",17,"""negative""","""neither-nor""","""Stephanie sees a teenager named Pat.""","""teenager""","""short""","""people"""
27,5014,"""free_class_elicitation""",18,"""negative""","""neither-nor""","""Michael is sitting in a classroom.""","""classroom""","""quiet""","""classes"""
28,13991,"""free_class_elicitation""",1,"""positive""","""negative""","""The waitress brings Greg his food at the diner. Greg takes the first bite of his ice cream.""","""ice cream""","""warm""","""ice creams"""
28,11885,"""free_class_elicitation""",2,"""positive""","""positive""","""Maya is sitting in a gymnasium.""","""gymnasium""","""loud""","""places"""
28,8375,"""free_class_elicitation""",3,"""negative""","""negative""","""Kathleen sees a penguin at the zoo.""","""penguin""","""short""","""penguins"""
28,14528,"""free_class_elicitation""",4,"""negative""","""neither-nor""","""Jennifer is walking outside and hears the cry of a parrot.""","""parrot""","""quiet""","""parrots cry"""
28,19542,"""free_class_elicitation""",5,"""negative""","""neither-nor""","""Alicia is working in the machine shop and picks up a piece of plastic.""","""plastic""","""light""","""items """
28,9087,"""free_class_elicitation""",6,"""negative""","""positive""","""Alexander is at the butchershop and looks at the price of a piece of steak.""","""steak""","""cheap""","""steaks"""
28,60361,"""free_class_elicitation""",7,"""negative""","""negative""","""Charles lifts up a baby named Allen.""","""baby""","""light""","""babies"""
28,8413,"""free_class_elicitation""",8,"""negative""","""negative""","""Jasmine sees a jockey.""","""jockey""","""short""","""jockies"""
28,10517,"""free_class_elicitation""",9,"""positive""","""neither-nor""","""Angela sees a teenager named Pat.""","""teenager""","""tall""","""people"""
28,19671,"""free_class_elicitation""",10,"""positive""","""negative""","""Julia is thinking about watching something on Netflix and looks at the duration of a TV show.""","""TV show""","""long""","""tv shows"""
28,55800,"""free_class_elicitation""",11,"""negative""","""positive""","""Melinda is looking for a place to live and checks out a villa.""","""villa""","""small""","""houses"""
28,8586,"""free_class_elicitation""",12,"""negative""","""positive""","""Stephen steps outside on a day in Summer.""","""Summer""","""cold""","""days"""
28,50802,"""free_class_elicitation""",13,"""positive""","""positive""","""Josh steps outside during the morning.""","""the morning""","""light""","""places"""
28,5423,"""free_class_elicitation""",14,"""negative""","""neither-nor""","""William is helping a friend move and picks up a box.""","""box""","""light""","""boxes"""
28,10489,"""free_class_elicitation""",15,"""positive""","""positive""","""Kim looks at the price of a bottle of top-shelf liquor.""","""bottle of top-shelf liquor""","""expensive""","""liquors"""
28,11702,"""free_class_elicitation""",16,"""positive""","""neither-nor""","""Gary is at the zoo watching an eel travel.""","""eel""","""fast""","""animals"""
28,5619,"""free_class_elicitation""",17,"""positive""","""neither-nor""","""Sophie is visiting a friend and sees their pet cat.""","""cat""","""large""","""cats"""
28,9357,"""free_class_elicitation""",18,"""positive""","""negative""","""Michelle takes a first sip from a cup of water.""","""water""","""hot""","""water"""
29,23057,"""free_class_elicitation""",1,"""positive""","""negative""","""Natalia is working in the machine shop and picks up a piece of styrofoam.""","""styrofoam""","""heavy""","""pieces of styrofoam"""
29,19522,"""free_class_elicitation""",2,"""positive""","""negative""","""Eric is thinking about watching something on Netflix and looks at the duration of a TV show.""","""TV show""","""long""","""TV shows"""
29,17674,"""free_class_elicitation""",3,"""positive""","""positive""","""Gabriel is walking outside and hears the cry of a rooster.""","""rooster""","""loud""","""sounds animals make"""
29,12033,"""free_class_elicitation""",4,"""negative""","""negative""","""Claire is sitting in a library.""","""library""","""quiet""","""places to study"""
29,6730,"""free_class_elicitation""",5,"""negative""","""neither-nor""","""Josh sees a teenager named Pat.""","""teenager""","""short""","""people"""
29,18223,"""free_class_elicitation""",6,"""negative""","""negative""","""The waitress brings Cameron his food at the diner. Cameron takes the first bite of his ice cream.""","""ice cream""","""cold""","""foods people eat"""
29,11447,"""free_class_elicitation""",7,"""negative""","""positive""","""Alexander hears somebody playing the drums.""","""drums""","""quiet""","""music people play"""
29,12495,"""free_class_elicitation""",8,"""negative""","""negative""","""The mailman drops off an envelope for Melinda. Melinda picks it up.""","""envelope""","""light""","""pieces of mail"""
29,11397,"""free_class_elicitation""",9,"""positive""","""neither-nor""","""Laura steps outside on a day in Fall.""","""Fall""","""warm""","""days in Fall"""
29,13769,"""free_class_elicitation""",10,"""positive""","""negative""","""Maya is at the butchershop and looks at the price of a piece of pork.""","""pork""","""expensive""","""cuts of meat"""
29,12168,"""free_class_elicitation""",11,"""positive""","""neither-nor""","""Stephen sees a monkey at the zoo.""","""monkey""","""tall""","""monkeys"""
29,20822,"""free_class_elicitation""",12,"""positive""","""positive""","""Tanya steps outside during the morning.""","""the morning""","""light""","""mornings"""
29,10101,"""free_class_elicitation""",13,"""positive""","""positive""","""Lucas lifts up an adult named Allen.""","""adult""","""heavy""","""adult persons"""
29,9632,"""free_class_elicitation""",14,"""negative""","""positive""","""Greg sees a basketball player.""","""basketball player""","""short""","""basketball players"""
29,10284,"""free_class_elicitation""",15,"""positive""","""neither-nor""","""Angela is visiting a friend and sees their pet cat.""","""cat""","""large""","""pet cats"""
29,11523,"""free_class_elicitation""",16,"""negative""","""neither-nor""","""Gary takes a first sip from a cup of tea.""","""tea""","""cold""","""cups of tea"""
29,11259,"""free_class_elicitation""",17,"""negative""","""positive""","""Alicia is helping a friend move and picks up a piece of furniture.""","""piece of furniture""","""light""","""pieces of furniture"""
29,7530,"""free_class_elicitation""",18,"""negative""","""neither-nor""","""Anthony looks at the price of a bottle of wine.""","""bottle of wine""","""cheap""","""bottles of wine"""
30,22078,"""free_class_elicitation""",1,"""positive""","""neither-nor""","""David is working in the machine shop and picks up a piece of plastic.""","""plastic""","""heavy""","""pieces of objects"""
30,7074,"""free_class_elicitation""",2,"""positive""","""positive""","""Monica is looking for a place to live and checks out a villa.""","""villa""","""large""","""villas"""
30,10863,"""free_class_elicitation""",3,"""positive""","""negative""","""Melinda sees a child named Pat.""","""child""","""tall""","""children"""
30,7670,"""free_class_elicitation""",4,"""negative""","""neither-nor""","""Claire steps outside on a day in Fall.""","""Fall""","""cold""","""fall days"""
30,9372,"""free_class_elicitation""",5,"""negative""","""positive""","""Eric is walking outside and hears the cry of a rooster.""","""rooster""","""quiet""","""roosters"""
30,6986,"""free_class_elicitation""",6,"""positive""","""negative""","""Jasmine is at the zoo watching a slug travel.""","""slug""","""fast""","""slugs"""
30,10125,"""free_class_elicitation""",7,"""negative""","""neither-nor""","""Kim is thinking about watching something on Netflix and looks at the duration of a documentary.""","""documentary""","""short""","""documentaries"""
30,4899,"""free_class_elicitation""",8,"""negative""","""positive""","""Tom hears somebody playing the drums.""","""drums""","""quiet""","""drums"""
30,8028,"""free_class_elicitation""",9,"""negative""","""negative""","""The mailman drops off an envelope for Greg. Greg picks it up.""","""envelope""","""light""","""objects"""
30,11376,"""free_class_elicitation""",10,"""positive""","""positive""","""Lee looks at the price of a bottle of top-shelf liquor.""","""bottle of top-shelf liquor""","""expensive""","""liqours"""
30,6169,"""free_class_elicitation""",11,"""positive""","""negative""","""Laura lifts up a baby named Allen.""","""baby""","""heavy""","""babies"""
30,6757,"""free_class_elicitation""",12,"""negative""","""negative""","""Maya sees a penguin at the zoo.""","""penguin""","""short""","""penguins"""
30,10184,"""free_class_elicitation""",13,"""positive""","""neither-nor""","""Angela takes a first sip from a cup of tea.""","""tea""","""hot""","""teas"""
30,4819,"""free_class_elicitation""",14,"""positive""","""neither-nor""","""William is helping a friend move and picks up a box.""","""box""","""heavy""","""boxes"""
30,5483,"""free_class_elicitation""",15,"""negative""","""positive""","""Stephen is at the butchershop and looks at the price of a piece of steak.""","""steak""","""cheap""","""steaks"""
30,4857,"""free_class_elicitation""",16,"""negative""","""neither-nor""","""Veronica is visiting a friend and sees their pet cat.""","""cat""","""small""","""cats"""
30,5005,"""free_class_elicitation""",17,"""positive""","""positive""","""The waitress brings Mika her food at the diner. Mika takes the first bite of her burger.""","""burger""","""warm""","""burgers"""
30,7227,"""free_class_elicitation""",18,"""negative""","""negative""","""Stephanie steps outside during the evening.""","""the evening""","""dark""","""times of day"""
31,14607,"""free_class_elicitation""",1,"""positive""","""negative""","""Monica steps outside during the evening.""","""the evening""","""light""","""nights"""
31,6766,"""free_class_elicitation""",2,"""negative""","""positive""","""Stephanie is at the butchershop and looks at the price of a piece of steak.""","""steak""","""cheap""","""steaks"""
31,6822,"""free_class_elicitation""",3,"""negative""","""positive""","""Lucas takes a first sip from a cup of coffee.""","""coffee""","""cold""","""coffee"""
31,5360,"""free_class_elicitation""",4,"""positive""","""positive""","""Jasmine is looking for a place to live and checks out a villa.""","""villa""","""large""","""villas"""
31,6855,"""free_class_elicitation""",5,"""negative""","""negative""","""The mailman drops off an envelope for John. John picks it up.""","""envelope""","""light""","""envelopes"""
31,6057,"""free_class_elicitation""",6,"""negative""","""neither-nor""","""Josh is sitting in a classroom.""","""classroom""","""quiet""","""classrooms"""
31,8543,"""free_class_elicitation""",7,"""negative""","""negative""","""Charles is thinking about watching something on Netflix and looks at the duration of a TV show.""","""TV show""","""short""","""tv shows"""
31,58802,"""free_class_elicitation""",8,"""positive""","""positive""","""Eric is helping a friend move and picks up a piece of furniture.""","""piece of furniture""","""heavy""","""furniture"""
31,6560,"""free_class_elicitation""",9,"""positive""","""neither-nor""","""Cameron sees a monkey at the zoo.""","""monkey""","""tall""","""monkeys"""
31,10036,"""free_class_elicitation""",10,"""positive""","""negative""","""The waitress brings Natalia her food at the diner. Natalia takes the first bite of her ice cream.""","""ice cream""","""warm""","""cold desserts"""
31,8076,"""free_class_elicitation""",11,"""negative""","""positive""","""Maya steps outside on a day in Summer.""","""Summer""","""cold""","""summer days"""
31,4727,"""free_class_elicitation""",12,"""negative""","""neither-nor""","""Robert is visiting a friend and sees their pet cat.""","""cat""","""small""","""cats"""
31,7323,"""free_class_elicitation""",13,"""positive""","""neither-nor""","""Julia sees a baseball player.""","""baseball player""","""tall""","""baseball players"""
31,4770,"""free_class_elicitation""",14,"""negative""","""neither-nor""","""Simon lifts up a kid named Allen.""","""kid""","""light""","""kids"""
31,4864,"""free_class_elicitation""",15,"""positive""","""positive""","""Mika is walking outside and hears the cry of a rooster.""","""rooster""","""loud""","""roosters"""
31,5775,"""free_class_elicitation""",16,"""positive""","""neither-nor""","""Daniel looks at the price of a bottle of wine.""","""bottle of wine""","""expensive""","""wine"""
31,4456,"""free_class_elicitation""",17,"""positive""","""negative""","""David hears somebody playing the violin.""","""violin""","""loud""","""violions"""
31,4880,"""free_class_elicitation""",18,"""negative""","""negative""","""Laura is at the zoo watching a slug travel.""","""slug""","""slow""","""slugs"""
32,18643,"""free_class_elicitation""",1,"""positive""","""neither-nor""","""Veronica is looking for a place to live and checks out a townhouse.""","""townhouse""","""large""","""townhouses"""
32,11701,"""free_class_elicitation""",2,"""negative""","""neither-nor""","""The mailman drops off a package for Michael. Michael picks it up.""","""package""","""light""","""packages"""
32,9594,"""free_class_elicitation""",3,"""negative""","""negative""","""David sees a penguin at the zoo.""","""penguin""","""short""","""penguins"""
32,14437,"""free_class_elicitation""",4,"""positive""","""negative""","""Jasmine steps outside during the evening.""","""the evening""","""light""","""evenings"""
32,11499,"""free_class_elicitation""",5,"""positive""","""positive""","""Claire is visiting a friend and sees their pet dog.""","""dog""","""large""","""dogs"""
32,14672,"""free_class_elicitation""",6,"""positive""","""negative""","""The waitress brings Melinda her food at the diner. Melinda takes the first bite of her ice cream.""","""ice cream""","""warm""","""ice creams"""
32,18819,"""free_class_elicitation""",7,"""negative""","""positive""","""John hears somebody playing the drums.""","""drums""","""quiet""","""people playing the drums"""
32,7549,"""free_class_elicitation""",8,"""positive""","""positive""","""Kim sees an adult named Pat.""","""adult""","""tall""","""adults"""
32,7126,"""free_class_elicitation""",9,"""positive""","""neither-nor""","""Mika lifts up a kid named Allen.""","""kid""","""heavy""","""kids"""
32,8534,"""free_class_elicitation""",10,"""negative""","""negative""","""Lee takes a first sip from a cup of water.""","""water""","""cold""","""cups of water"""
32,8259,"""free_class_elicitation""",11,"""positive""","""positive""","""Robert is sitting in a gymnasium.""","""gymnasium""","""loud""","""gymnasiums"""
32,8441,"""free_class_elicitation""",12,"""negative""","""positive""","""Kim is helping a friend move and picks up a piece of furniture.""","""piece of furniture""","""light""","""pieces of furniture"""
32,11080,"""free_class_elicitation""",13,"""positive""","""negative""","""Natalia is at the butchershop and looks at the price of a piece of pork.""","""pork""","""expensive""","""pieces of pork"""
32,5662,"""free_class_elicitation""",14,"""negative""","""positive""","""Tom is thinking about watching something on Netflix and looks at the duration of a movie.""","""movie""","""short""","""movies"""
32,7907,"""free_class_elicitation""",15,"""positive""","""neither-nor""","""Greg sees a baseball player.""","""baseball player""","""tall""","""baseball players"""
32,7824,"""free_class_elicitation""",16,"""negative""","""neither-nor""","""Eric is working in the machine shop and picks up a piece of plastic.""","""plastic""","""light""","""pieces of plastic"""
32,7392,"""free_class_elicitation""",17,"""negative""","""negative""","""Stephen is at the zoo watching a slug travel.""","""slug""","""slow""","""slugs"""
32,10086,"""free_class_elicitation""",18,"""negative""","""neither-nor""","""Sophie steps outside on a day in Fall.""","""Fall""","""cold""","""days in Fall"""
33,6055,"""free_class_elicitation""",1,"""positive""","""positive""","""Angela is thinking about watching something on Netflix and looks at the duration of a movie.""","""movie""","""long""","""movies"""
33,7632,"""free_class_elicitation""",2,"""positive""","""neither-nor""","""Jennifer steps outside on a day in Fall.""","""Fall""","""warm""","""Fall days"""
33,13194,"""free_class_elicitation""",3,"""negative""","""negative""","""Maya is at the butchershop and looks at the price of a piece of pork.""","""pork""","""cheap""","""pieces of pork"""
33,5640,"""free_class_elicitation""",4,"""negative""","""positive""","""Natalia is visiting a friend and sees their pet dog.""","""dog""","""small""","""dogs"""
33,5984,"""free_class_elicitation""",5,"""positive""","""negative""","""Kathleen sees a penguin at the zoo.""","""penguin""","""tall""","""penguins"""
33,5945,"""free_class_elicitation""",6,"""negative""","""negative""","""Stephanie steps outside during the evening.""","""the evening""","""dark""","""evenings"""
33,11177,"""free_class_elicitation""",7,"""negative""","""positive""","""Gary hears somebody playing the drums.""","""drums""","""quiet""","""players"""
33,6408,"""free_class_elicitation""",8,"""negative""","""neither-nor""","""Veronica is sitting in a classroom.""","""classroom""","""quiet""","""classrooms"""
33,6721,"""free_class_elicitation""",9,"""positive""","""positive""","""David lifts up an adult named Allen.""","""adult""","""heavy""","""adults"""
33,8969,"""free_class_elicitation""",10,"""negative""","""neither-nor""","""The waitress brings Alicia her food at the diner. Alicia takes the first bite of her fruit.""","""fruit""","""cold""","""fruits"""
